"id","brand","model","year","category","engine_capacity"
"93ddbfbf54d42360445a8ae20a6cf0c4","BMW","K 1100 LT SE",1995,"Touring",1090
"93df4a47432507d520edc2d929342906","Triumph","Thruxton",2015,"Classic",870
"93e0c4fa7866d8be4ba1b51da22f0513","BMW","R 1200 R",2019,"Allround",1170
"93e197f6b366957ed53533b46090c5df","MuZ","Saxon Country 500",1996,"Allround",490
"93e4970e5887c8b7afd197c7c0e9e862","Honda","XL 350 R",1984,"Classic",340
"93e9c4ce51fa6949fe4b597f07fa171a","Moto Guzzi","Guzzi Quota 1100 ES",2000,"Allround",1060
"93ea2913cf83bb73c9d0a92319d742f4","Kawasaki","ER-6f",2015,"Naked bike",650
"93f478503b90f3e903cba4b6acad46af","Honda","CB 400 N (reduced effect)",1983,"Naked bike",400
"93f5a1471b11fa860056b80119c21bc3","Honda","CB300F",2019,"Naked bike",290
"93f98c0e09d40bfde90e540c5403044c","Piaggio","MP3 LT 400",2011,"Scooter",400
"940401c93bd02bdd48655c84d96a9905","Triumph","Tiger 900 GT Pro",2023,"Enduro / offroad",890
"94116ab274c3ec4d6c3f86201f0352e4","Honda","XL 1000 V Varadero",2002,"Enduro / offroad",1000
"941290689260fc7dd45be77fbd1f18e5","Jawa","350 Style",2000,"Naked bike",350
"94131d7cd1f960e8d6da8a0a1dbe1234","Ducati","Hypermotard 939",2016,"Super motard",940
"94173d17c72f8c1823417e9ff0c17093","Honda","X-Adv",2019,"Allround",750
"942766eca01db8940ec4d4c6a77df75c","Triumph","Bonneville T100 Bud Ekins",2020,"Classic",900
"942ae1934724b765cf79593810634f35","Aprilia","Caponord Rally Raid",2005,"Allround",1000
"943327cdd39fe40f119cde6e97bee179","Harley-Davidson","Dyna Wide Glide",1998,"Custom / cruiser",1340
"9437892c3880f7842ea24c6ddffb9685","KTM","1090 Adventure R",2019,"Sport touring",1090
"9437fb7a4af4ca125eee8e258957ca25","Yamaha","YBR 250",2007,"Allround",250
"943a84fb32b2bb749e12dd0b5f750c49","Husqvarna","TE630",2013,"Enduro / offroad",600
"943cb2dfdbc8afa6ecc0612ec00ff883","Ducati","Hypermotard 950 SP",2019,"Super motard",940
"944deefaf67e2e9da7ae353b2151c5e6","Kawasaki","ZX-9R",2000,"Sport",900
"944fc3d78b554a79153f5904180505d2","Triumph","Rocket III",2008,"Custom / cruiser",2290
"94520caffcf8a3a0c966cb4a1c4a65b7","Kawasaki","Concours 14",2010,"Sport touring",1350
"945c5bbbda23e614ae9376916ffc5334","Honda","VF 400 F",1987,"Sport touring",400
"94696531e456760399fb59e7c40846d2","Triumph","Rocket III Touring",2008,"Touring",2290
"946c3ace239a6a3721f1199f5d72e849","Honda","GL1800 Gold Wing Deluxe",2012,"Touring",1830
"946df69e34127f3305de0a398250e0c3","Harley-Davidson","FLSTFI Fat Boy",2004,"Custom / cruiser",1450
"9479eb423601e6c474c675f1c80bfe9c","Moto Guzzi","Guzzi Griso",2006,"Sport",1060
"947ee0904c66d91fcd8eda07831a2768","Yamaha","WR250R",2016,"Enduro / offroad",250
"9484cad20259af9c093e20dc4662f7df","BMW","K 100 LT",1989,"Touring",990
"948a09dea50c9c7f928d0b6ecab621c3","Suzuki","ST 250",2005,"Sport",250
"948aff9c2de42a4cfc220f72c96f47a0","Yamaha","YZF-R3",2018,"Sport",320
"948da736036aeffc346489c433b2d022","Suzuki","RF 900 RS",1995,"Sport",940
"94912a07eddca8df74709062355628e9","Fischer","MRX",2007,"Sport",650
"94971a3db18a907c918acd60ad54d70c","Victory","Kingpin",2004,"Custom / cruiser",1510
"949a64207e6eaf9f2120a454a8f2a0b7","Kawasaki","Ninja 650R",2009,"Sport",650
"94a228e2473b8a31f196365c6a116c8d","KTM","690 Enduro R",2012,"Enduro / offroad",650
"94a2d1f971e1525ad42e3bd1567b729c","Kawasaki","KLR 250",1997,"Enduro / offroad",250
"94a3baf83296000aad3ef8dd07739a2a","Senke","SK 250- X6",2021,"Sport",220
"94af26efdaddec00b7f499fee4414236","Aprilia","RSV4 Factory",2009,"Sport",1000
"94b4293d791aff937559a267b1cff7de","Gilera","RC 600 c",1991,"Enduro / offroad",560
"94b5d275e1ec8d5f1f7e5cdc3cd42619","Honda","XL 600 V Transalp",1995,"Enduro / offroad",580
"94c021acf25bca8f3c2fcec4a1870d63","Kawasaki","VN 1700 Voyager",2009,"Touring",1700
"94c30216b2abe537462903c339d8d476","Harley-Davidson","CVO Tri Glide",2020,"Touring",1920
"94c50afb025868dad92dd7c1fb02c107","KTM","350 EXC-F",2014,"Enduro / offroad",350
"94c61ba836549ab7eead16378fc3c5b0","Yamaha","XJ 750 S",1985,"Sport touring",750
"94c99f07fc22d9a0c0e57591de05830c","Harley-Davidson","XLH 1000 Sportster",1982,"Custom / cruiser",1000
"94ce0a94d879f5a764b8db4510c03108","KTM","500 XC-W",2012,"Enduro / offroad",510
"94cf8d34d6623ac8192face329b3aab3","Husaberg","FE 550 e",2004,"Enduro / offroad",550
"94d110c535d55c7397f6b3af0f355ef8","Voxan","Scrambler 1000",2008,"Naked bike",1000
"94d3ce37bc23ca7ef2b92fff7c3229dc","Senke","SK300 T-Leopard",2023,"Naked bike",280
"94d4be69f9bc05ace7496e304852f00b","Suzuki","SV650 ABS",2011,"Naked bike",650
"94da18e5589ef9e0532e691f9116c82d","Honda","CB 450 S (reduced effect)",1987,"Classic",450
"94dc82e114dccc5abb173c9af0ec2737","Suzuki","GSX 750 FS",1995,"Sport touring",750
"94ddd07cab02fb2f5a88ea3e02aae1a6","Big Dog","Dog Mastiff",2008,"Custom / cruiser",1920
"94dea73d90c4b45ce0789463ef1996e7","Suzuki","DR650S",2018,"Super motard",640
"94e14c9564bf67562e6bbc1b02ab5d97","Jawa-CZ","350 Style",2006,"Sport",340
"94e2a11bc2a55f041bd1eb94c1eb3776","Husqvarna","SM 450",2004,"Super motard",450
"94e98e60548264c856255c11933ae2e3","GAS GAS","GAS SM 250",2002,"Super motard",250
"950a1f63e14ffbf4b92c6c13382f7729","Suzuki","Bandit 1250F ABS",2010,"Naked bike",1260
"950f376d7ee8493e076b783bfcea06c5","Suzuki","GSX 1100 F",1989,"Sport touring",1130
"9510b16e56806431f1254667abfdc0c1","TM Racing","Racing EN 450 F e.s.",2005,"Enduro / offroad",450
"9514599a0dba96e04824720e476bfecc","Suzuki","DR-Z400SM",2008,"Super motard",400
"9516253850f6a012f99099d6d8781a02","BMW","K 100 RS",1985,"Sport touring",990
"9516ef20caf86f876df5c2285fd2a12b","Triumph","Trident 900",1996,"Naked bike",890
"95295b965131a79ad7224881b8d6c8b1","Can-Am","Spyder RT Limited",2016,"Touring",1330
"952cd27add999da34a4414c033161eb0","Yamaha","V Star Custom 650",2005,"Custom / cruiser",650
"954b075ec3dac1c15a3e27d43fc91d2d","Aprilia","Leonardo",1999,"Scooter",250
"954d9f0cec4083dc69be7f4330f65b92","Kawasaki","GPZ 500 S",2004,"Sport touring",500
"954f28562b262e8936d03e9a53258a1f","Honda","Reflex",2004,"Scooter",250
"9553c17b8a3d28df5a67bda81ac6be89","Enfield","Bullet 350",2008,"Classic",350
"95557b6701de0e7b943e0e102d1768a8","Honda","CBX 650 E",1985,"Classic",660
"955b105cd7f24a45e8a9bd9e20647909","Husqvarna","TC 570",2002,"Cross / motocross",580
"955c2f97c4b185e6b38d581d55f32cc3","BMW","R 65 LS",1983,"Sport touring",650
"955dc93c1b1b406f43a13e13878ff7ea","MV Agusta","Agusta Brutale 910R",2008,"Naked bike",910
"956404049d64e2732bcc0ebec63ef8f1","Harley-Davidson","XLH Sportster 883",1999,"Custom / cruiser",880
"9570858d872e46f100636e961d9bb115","Kawasaki","Ninja ZX-6R 636",2013,"Sport",640
"9576f13b5f025382cd7274197c158024","Yamaha","TMax 500",2002,"Scooter",500
"9587be027acaffd8c2a46f25efc3ebe0","Harley-Davidson","FXDXI Dyna Super Glide Sport",2005,"Custom / cruiser",1450
"958dcf99a2f0dd3dcfd8cddd638d5e1e","Yamaha","VMX 1200 V-Max",2003,"Naked bike",1200
"95931a5dfdfc889cd76a804d5c685e70","Honda","CB 500 S",1999,"Sport touring",500
"9595e2b07375c8df543a8fd83955616f","Mototrans","350 Vento",1981,"Custom / cruiser",340
"959b640b7952f3432b59c3bc2037eb6b","Moto Guzzi","Guzzi Bellagio Aquila Nera",2011,"Custom / cruiser",940
"95a2f7a7195daf27af975c44693828f5","Kurazai","Fighter 250",2022,"Allround",250
"95a42076d91e1c3136f71103fc179521","Honda","VT 750 C2 Shadow",1997,"Custom / cruiser",750
"95ae4401eeffbae030039b5125dafea1","TM Racing","Racing MX 250",2007,"Cross / motocross",250
"95b34f0373d203093b8b7b0750037855","Harley-Davidson","XLH Sportster 883 Evolution (reduced effect)",1987,"Custom / cruiser",880
"95b49a4adc6f3733a083c0122a10f771","Beta","REV-3 270",2008,"Trial",270
"95b8575dee5aeb26c51762fec1a887af","Harley-Davidson","XLH Sportster 883 Evolution De Luxe",1987,"Sport touring",880
"95c1bf1b7dc7c1f2f8db1244948868b7","Harley-Davidson","XLH Sportster 883 Evolution",1987,"Allround",880
"95c87f98c39bd190338ea77211c96090","Honda","CBR250R",2011,"Sport",250
"95d94a873679502d921309ecb456421e","Sym","Wolf SB250Ni",2012,"Naked bike",250
"95db196937902b3c28854f68300b4fb3","Kawasaki","Ninja 300",2014,"Sport",300
"95e8d956b0d7d1da792f41c696f7a7d5","Yamaha","XJ 600 S Diversion (reduced effect)",1992,"Naked bike",600
"95eaa41b83020e54e98fa4fde4a7a66e","Kawasaki","Z 1300 DFI",1988,"Classic",1290
"95eb16f58c11bf51d86f63e5a8c765a8","Kawasaki","Z 250 LTD",1981,"Naked bike",250
"95f5c81db08555a598c5d16a151f0f54","Honda","CB 600 S Hornet-S",2003,"Naked bike",600
"95f5f0b58a37e9d6fc285f40b2875f27","Kawasaki","Vulcan 2000",2007,"Custom / cruiser",2050
"95f6d58daaf6cd2bc7d43de1b43111a2","Harley-Davidson","Softail Fat Bob",2019,"Custom / cruiser",1750
"95fb6111f1b63775405041be3f62f2bf","Suzuki","Burgman 650 ABS",2018,"Scooter",640
"95fb8997c959023b53c3f22cb681dd52","Honda","VT 750 Shadow Aero",2004,"Custom / cruiser",750
"95fbb6f7427274f32270db47a27268da","Honda","Crossrunner",2012,"Allround",780
"95fda9ec71f31c6e498e810030bd780e","Aprilia","Pegaso I.E. 650",2003,"Enduro / offroad",650
"9608419d1b55c255ec76455638c70433","Harley-Davidson","FXSTC 1340 Softail Custom",1990,"Custom / cruiser",1330
"96090121c8c2fffa0e68c8a5847342ce","Ducati","Superleggera 1299",2017,"Naked bike",1290
"9614c4568e43abd7a06074e608fdc871","Harley-Davidson","FXRT 1340 Sport Glide",1987,"Touring",1340
"9614ff2bb3aa520c98d1922102c731f2","Moto Guzzi","Guzzi California 1400 Touring",2014,"Touring",1380
"961f95363a38a5964007121a11a9771a","BMW","K 1200 GT",2008,"Touring",1160
"962334f0778557b295a6892d71f883b1","Kawasaki","Tengai",1992,"Allround",650
"9624f69032f81b3ae04ffbe0ebf79094","VOR","SM-E 450 Supermotard",2007,"Super motard",440
"962ba2b3a096036b274f5dfae4d4ca0b","Yamaha","XT250",2009,"Enduro / offroad",250
"962c79524b40ccc2fb1cd31d6274ca93","Moto Guzzi","Guzzi V11 Sport",2000,"Naked bike",1060
"96311d8192051f82a4e1aa86be46039f","Victory","Ness Signature Series Kingpin",2005,"Custom / cruiser",1510
"963455a4f7c32a2bc76fbca47837b3a8","Kawasaki","Vulcan 900 Custom",2010,"Custom / cruiser",900
"963f706008fd2d7ad7c1542dcd77af0f","Harley-Davidson","Street Glide",2018,"Touring",1750
"963fca324a2287329d34f048a2ca1f7f","Honda","Rebel 300",2020,"Custom / cruiser",290
"9648c92d24324b124d8332301636e5f9","Kawasaki","Ninja 650",2020,"Sport",650
"9649a7ab222033a5ae506965b1ad51eb","Triumph","Trophy 900",1992,"Allround",880
"964adb31f276f5348c207136af21994d","Suzuki","Intruder 1400",2004,"Custom / cruiser",1360
"964ece35948246d6596dec07a9185d47","Kawasaki","Z250",2016,"Naked bike",250
"964f6aa7001a99dcbada61d98998a8b2","Honda","VF 750 C Shadow",2001,"Custom / cruiser",750
"96552c5c7b7bfcbaafb982aac7aeb3a7","Suzuki","DR-Z400SM",2010,"Super motard",400
"965e83b7862ab7e7f233f1be201b468e","Harley-Davidson","Softail Blackline",2013,"Custom / cruiser",1690
"9668fc8da3aa4e3e9ee0a4627dc70925","Triumph","Street Scrambler",2019,"Naked bike",900
"9669d17e3f21735c487d457a526b854d","Suzuki","DR 800 S",1998,"Enduro / offroad",780
"966a84a0cc4cee45d9dfbe88b5a6e360","Suzuki","VZ 800 Marauder",2002,"Custom / cruiser",810
"966c775f34e79d437413635aeecfeef8","MV Agusta","Agusta Dragster 800 RR",2017,"Naked bike",800
"966c7a0c360d8cfedc5f4fb1d74073cc","Honda","VT 750 C4 Shadow",2006,"Custom / cruiser",750
"966c9ce085c803e39c074fc12b6ad4c9","Vespa","GTV 300",2012,"Scooter",280
"966ca7955c052eb9ab554c94ea5bc42e","BMW","R 80 ST",1984,"Touring",800
"9674b970baef6638cbb0939200fe355f","GAS GAS","GAS TXT 250 Pro",2009,"Trial",250
"96752f362367e1ee6bcfc7d7563c22db","Harley-Davidson","FLHR Road King",2000,"Custom / cruiser",1500
"967dff04b52085f362163d80ea115f7b","Yamaha","YZF-R6",2010,"Sport",600
"9680a34f3057ce5f5a68267cc57fc41a","Yamaha","TMax",2007,"Scooter",500
"9680e22e91f99410532f8a4bcba626cb","Saxon","Hot Rod Sceptre",2008,"Custom / cruiser",1570
"96871ed2ded81be550c5c56afde8f548","Suzuki","Boulevard M50",2009,"Custom / cruiser",810
"9687222252faac4e1890392a8c6b9856","Saxon","Crown",2008,"Custom / cruiser",1570
"969c1264533c2437d4f302944486507c","Yamaha","V Star 250",2011,"Custom / cruiser",250
"969d52acd94c2afdd0ebdffa06c71255","Harley-Davidson","Electra Glide Ultra Classic",1990,"Touring",1340
"96af9d68cf7f238a68975e3919b9eacb","Harley-Davidson","FLHTCU Ultra Classic Electra Glide",2009,"Touring",1580
"96b5dda5b850f730e8fb08f5d99d4c43","Ducati","Monster 796",2014,"Naked bike",800
"96b830235791bad7669d7c2468c9c050","Yamaha","WR250F",2015,"Enduro / offroad",250
"96bb06f2cbeeaf24ae90407e29248633","Yamaha","YZ250F",2009,"Cross / motocross",250
"96c37b5ecdd71c8435583c57e6c5a0bb","BMW","G 650 Xcountry",2010,"Enduro / offroad",650
"96cc214189cb787997a15a9d953aabf5","Ducati","SS 600 C",1995,"Sport",580
"96cdf2d18c75ac8d270d5a57acbafc2d","Honda","CBR 600 F",2002,"Sport",600
"96d9492a4a3bf35ad6618a71ec0ee0bf","KTM","300 EXC-E",2008,"Enduro / offroad",290
"96da94117eece709c129dab69d7ee6d2","Moto Guzzi","Guzzi California Vintage",2006,"Touring",1060
"96dc2819ba71d9982ef42fa1246099a7","Yamaha","XT 500",1982,"Enduro / offroad",500
"96e9c85456a97091f3aad3a7076fd79f","Suzuki","Bandit 1250F ABS",2014,"Sport touring",1260
"96f2507404f6798de309fc29a4ddd6e3","Kymco","People GT 300i",2016,"Scooter",300
"96f50300eebf77ed96f13ab759c59042","Kawasaki","GPZ 600 R (reduced effect)",1986,"Sport",590
"97096ff74b9dc2ad1aadb37bc0232dce","Kawasaki","GPZ 550",1985,"Sport touring",550
"970a723b248c4552f7bb1a15cebc23f1","BMW","R 1200 Classic",2001,"Custom / cruiser",1170
"971362b617f93e4af74977ba8292acf7","Suzuki","RM-Z 450",2007,"Cross / motocross",450
"9716577b0dc5a04a0333485af48b2591","Yamaha","YZ250",2014,"Cross / motocross",250
"971861eabf15fec75092f527620c3b94","Kawasaki","GPX 750 R",1989,"Sport touring",750
"9719b62211c3d0bfb1ef3093b1860cc0","Hyosung","GT650R TTC",2007,"Sport touring",650
"9719f8f7752dcc70d8a41acf6effcf0c","Honda","CB 650 C",1980,"Custom / cruiser",630
"971c34670558fc583bb72434cfea6eb0","Triumph","Daytona 750",1991,"Sport",750
"9723532075b1dbca4331cc457d278e9d","Yamaha","V Star 1300 Deluxe",2016,"Touring",1310
"9729f4e17123d76b34795f8363881641","Kawasaki","W800",2016,"Classic",770
"972d97c116aff1a889b4bc9a9b2539e4","KTM","505 XC-F",2009,"Enduro / offroad",480
"9730e8451d81c1e4bc85a238fb90f4bf","MV Agusta","Agusta Brutale 750S",2008,"Naked bike",750
"973ac4b74abc48cbb12f5f486bd8c485","BMW","F 850 GS Adventure",2021,"Enduro / offroad",850
"9742fdff56c7a14a8728e2563065f1d9","Honda","VF 1000 R (reduced effect)",1984,"Sport",1000
"9743754d6cbb2425383c5b8dee2bf885","Honda","CBF1000 ABS",2011,"Sport",1000
"97452496103fb4a57c8ae32e23585648","Jawa-CZ","350 Style",2007,"Sport",340
"974625a57bcf43df6457eca1914f57c1","Yamaha","XT 600 Z Ténéré",1990,"Enduro / offroad",600
"97486ab787d91cea9832b1bb65414c02","Kawasaki","GPZ 900 R",1988,"Sport touring",910
"974c45f6540d8ce0b15594e2ee41b825","Yamaha","XV 250",1992,"Touring",250
"9753216efb4a637210080c4c8191dfa2","Yamaha","XT 600",1989,"Enduro / offroad",600
"975e94e16c9c7af9139aa5ffa4dc22f0","Husqvarna","TXC 450",2008,"Cross / motocross",450
"9766496d13ff800bde8f05036c5d3bf3","MV Agusta","Agusta F3 675",2020,"Sport",680
"976920dba13872282c228b0e7457864e","Kawasaki","KLR 250",2005,"Enduro / offroad",250
"976aca6269f435aa5924c303ca8d5339","Victory","Vegas",2007,"Custom / cruiser",1640
"976afeed9e4367723f1cc4d41d58ad5f","Ducati","ST3",2005,"Sport touring",990
"976c73d4341c2d8b1bf347fd6517a7ce","Kawasaki","Z750",2010,"Naked bike",750
"976cf05fc2ef96bc7a5cdf3ba2901cc8","Harley-Davidson","XLH Sportster 883 De Luxe (reduced effect)",1992,"Custom / cruiser",880
"9770d31c397d67a38c4c53ae6132e8e5","KTM","990 Adventure Orange",2006,"Enduro / offroad",1000
"9772aff95c002352444010ebf43c8c39","Aprilia","Pegaso 650 i.e.",2002,"Enduro / offroad",650
"97734d95a5165c004d0255a067f14609","Yamaha","Stratoliner S",2007,"Custom / cruiser",1850
"97774de5ed354cf4c36ca967b0858ecc","MV Agusta","Agusta F3 800",2015,"Sport",800
"9778f4f3c73fdf2e8798d2938eba5804","Cagiva","Raptor 1000",2001,"Naked bike",1000
"977ad1ce099897ccee2398f9c8403538","American IronHorse","IronHorse Texas Chopper",2008,"Custom / cruiser",1820
"977afb5aec9a2f3cb1273ecd84fba8c7","Ducati","Streetfighter",2009,"Naked bike",1100
"977e9b75e8a564a5b8f1778035a960b7","Sym","Maxsym TL 508",2022,"Scooter",510
"9781f7031770fea174717f82140e2e59","Honda","VFR 750 R - RC 30",1992,"Sport touring",750
"97863b9928cfc44ffbc707ea82b4e76c","Yamaha","XS 400 DOHC",1990,"Sport touring",400
"978a04836c142c06251be546e864f94f","Harley-Davidson","FLTC 1340 Tour Glide Classic",1989,"Touring",1340
"979207cb97504bff609ed16fc5592b74","Harley-Davidson","FXSTDI Softail Deuce",2002,"Custom / cruiser",1450
"9798fd07bbf3d179c052ff0ea4e8b46e","GAS GAS","GAS SM 400 FSE",2002,"Super motard",400
"979b095a33dd9a4e9fcd0657a39f439e","UM","V2S 250 R",2006,"Sport",250
"979d20b2062155b576e20991c9387280","Kawasaki","KR1-S",1992,"Sport",250
"97aa3f76326584f859944b7ad987be6f","Honda","CMX1100T",2023,"Touring",1080
"97b305fcf86b42dd6a3a1d763e1c463b","Yamaha","XSR700",2017,"Classic",690
"97b6cc4de2a517e0881a64eaf4168283","BMW","R 1200 R Sport",2018,"Allround",1170
"97b93f3c55e106b0eebe692d74bfe45e","Harley-Davidson","FXDB Dyna StreetBob",2012,"Custom / cruiser",1570
"97bc7c533bf8609f6c8d0e06cb58cc43","Suzuki","Bandit 1250S ABS",2018,"Sport touring",1260
"97bd1ea959cbbe4f6176fc44e7a4cec2","Honda","CRF 230 F",2006,"Enduro / offroad",220
"97c28db441725637321ed5921839b126","Herald","Classic 250",2017,"Classic",250
"97c4bce0fedbcf724a3fc7e35df1da05","Kymco","Xciting 500 RI ABS",2017,"Scooter",500
"97cc593ea3c8875a1b1037957bc8543e","BMW","G650X Country",2007,"Super motard",650
"97d1b8789bc75124c7fca981f6d908f1","Kawasaki","Vulcan  900 Classic LT",2017,"Touring",900
"97d2700813299c752c52e7d2122d63b5","MV Agusta","Agusta Lucky Explorer 9.5",2023,"Enduro / offroad",930
"97d590df2ff56414b88a1b14855039d2","Suzuki","Boulevard C50",2013,"Custom / cruiser",810
"97dbc09234b77d1e4f104c95883a8f61","Triumph","Tiger 800 XRX",2016,"Super motard",800
"97dbd8b6d15d2fe566f95fc1d421807f","Suzuki","Hayabusa Z",2017,"Sport",1340
"97e172be4a97d73350f1a25dc40364f4","Yamaha","YZ 450 F",2007,"Cross / motocross",450
"97e46850123b1e84df6f6065608bfb9d","Yamaha","XT660X",2013,"Super motard",660
"97ee1081604a817e227a4eb11fdae6e6","GAS GAS","GAS EX 300",2021,"Enduro / offroad",300
"97f635ac957d4bb58b07ba9d19f7a0d5","Yamaha","XJ700XS",1986,"Custom / cruiser",700
"97fcc37efc64ce96e26d70e4abcfac9a","Yamaha","FJR1300ES",2017,"Sport touring",1300
"980ab91cd33442d6666f01f4105e1872","Yamaha","XT 600",1988,"Allround",600
"981080a79c07c15654cf63f3fc1e4070","Mash","Scrambler 400",2020,"Allround",400
"9813352ccef15319ebcbebf110de50e5","Yamaha","MT-07",2020,"Sport",690
"98144213edb600a4b5d60787f398f794","Moto Guzzi","Guzzi 1200 Sport",2009,"Naked bike",1150
"98150bc229dc4fcb0c003e32d6fe5d6e","Yamaha","V Star 950 Tourer",2012,"Touring",940
"98186a590b100615c6c25426213cfde7","Honda","CRF 250 R",2008,"Cross / motocross",250
"9822286dfc640f282d1c4827e00bdf07","Honda","XL 600 V Transalp (reduced effect)",1988,"Enduro / offroad",580
"98248ca9f658a9ed5c1dedd27183b836","Kawasaki","Z 1000 Fuel Injection",1980,"Classic",1020
"98271a8192ddb659d2cf52edf198956a","Suzuki","GSX-R1000",2013,"Sport",1000
"982823a266aa8e94f84f373a71b76c2e","Moto Morini","Morini Dart 400",1990,"Sport",400
"982aa9396a404b16d38760ecf7878863","Indian","Roadmaster",2020,"Touring",1900
"982c41be829e4b7e0c2472de4744666a","Honda","CB 500",2003,"Naked bike",500
"98319f56cc7d9f251e3669f77ae0fd51","Honda","Magna 250",1999,"Custom / cruiser",250
"9831ec7f231b26a546a7060a190b91f2","Suzuki","GSX 250 Traditional",1986,"Classic",250
"983dc305063be514b2b5643132905d11","Confederate","C120 Renaissance Fighter",2009,"Sport",1970
"983f9726ef958ae163455ce5f1159400","KTM","950 Adventure Black",2005,"Enduro / offroad",940
"984334930cbc3b40814283c2bf265188","Honda","Silver Wing ABS",2004,"Scooter",580
"9844544e2005e8c3ec7efb7ced9d57ce","Harley-Davidson","FXRT 1340 Sport Glide",1983,"Sport touring",1340
"984477990e8328096e32c78e258edde0","Suzuki","Boulevard C50T",2009,"Touring",810
"9847da555463f2c8ca213ee34b4e7441","Suzuki","GSX X Impulse",1985,"Sport",400
"98486c5205fe790bae1f9168e7e2304e","Harley-Davidson","XL 1200L Sportster 1200 Low",2009,"Custom / cruiser",1200
"9849f525d27d43d787df77a837c3ed44","Suzuki","VL 1500 LC Intruder",1999,"Custom / cruiser",1460
"984fcebb5447e5c601447a52211c4e0b","Ducati","Monster 821",2015,"Naked bike",820
"9853cef9a34670a7e389b5a196a605bb","Yamaha","WF 450 F 2-Trac",2006,"Enduro / offroad",450
"98561556189ad1cc9aad3f8351a83f5d","BMW","R 1100 RS",1997,"Sport touring",1090
"985861060de6ebc9bcf6232f6b26a523","Yamaha","XJ 900 F",1985,"Enduro / offroad",890
"9859dba1a72c9e35826737aa5f736d23","Yamaha","XJ 600 N Diversion",1998,"Naked bike",600
"985d2c19ff93e053f3f8b54ca4b714a1","Yamaha","X-MAX 250",2009,"Scooter",250
"985db62fa9e3440408e94ca365ac64ea","Kawasaki","Versys",2008,"Naked bike",650
"985f449bf5c5437f583d1ab5deb10f86","Aprilia","Atlantic 500",2004,"Scooter",460
"9861f77b01a3f56b85a0ff000157c117","Honda","XRV 750 Africa Twin",2001,"Enduro / offroad",740
"986347b14e7b3deecd66f10303ac7a58","Harley-Davidson","FXSTB Night Train",2006,"Custom / cruiser",1440
"9868ff237b60e5c30fecfe2bb087c25b","Yamaha","XJ 650 (reduced effect)",1984,"Classic",650
"987b543895a7842cfd384ac984b44ce4","Kawasaki","ZXR 750",1991,"Sport",750
"98a8a1e7445ed4da3a4a007b9cf02954","Benelli","Tornado Naked Tre 1130",2007,"Naked bike",1130
"98a9774c93f24b9c738a93ee33ee47c9","Victory","Kingpin",2005,"Custom / cruiser",1510
"98aaff277782748439a895f9ea5a0f02","Kawasaki","Z400",2021,"Naked bike",400
"98ab4817dba6b5b5a105d23080c54536","Suzuki","TU250",2011,"Classic",250
"98ac3554f69117a03fd2a07e2531ca3d","Ducati","Multistrada 1100 S",2007,"Naked bike",1080
"98c6c009b7c39bde8a81bf2da74676cc","GAS GAS","GAS EC 250",2019,"Enduro / offroad",250
"98c9127a07fb7558f600154722e8b4d4","Jawa","640 Sport",1995,"Sport",340
"98d4818d71522ae675f9925af6428473","Harley-Davidson","Softail Fat Boy",2013,"Custom / cruiser",1690
"98dfa8574565f0b2cbf7073263289d66","Honda","CRF230F",2019,"Enduro / offroad",220
"98e021fca326c7b9f16ecbc5c265832f","Honda","CB 750 F",1983,"Custom / cruiser",750
"98e12907d1880d227924ec44ca8b3188","Honda","XR 250 R",2002,"Cross / motocross",250
"98e1ee2fa322b2228155e3ccaf69ee7e","TM Racing","Racing MX 250",2008,"Cross / motocross",250
"98e33f9f3000096527dc96517d945eaa","Honda","X-Adv",2017,"Allround",750
"98f49aa4548dc0b092fde3c069690ab3","Johnny Pag","Pag FX-3",2009,"Naked bike",300
"98f798fdb22ee47abbb53b254553b712","Aprilia","Pegaso 650 Factory",2010,"Super motard",660
"98fce4d0a71da456074d363a16cdb4e8","Jawa","350 TS (with sidecar)",1991,"Touring",340
"99058fd66a8accb0e67314ee9ddc7abe","Suzuki","DR 650 SE",2001,"Enduro / offroad",640
"9913d53ea995ec9b2c07f9e981b0abf6","Ducati","Hypermotard",2014,"Super motard",820
"991f78fa678a8a1089fc219fc1640b07","Ducati","ST4S ABS",2003,"Sport touring",1000
"99210ea3f7360e016c6222a5ddc9b0ff","Suzuki","VX 800 (reduced effect)",1992,"Sport touring",810
"9922a62aac3c87ce1cef1501c9192671","Bimota","DB4 - DB4 Iniezione",2000,"Sport",900
"9924b003ba0d1968457448b08f63c05f","Ducati","Scrambler Desert Sled",2017,"Enduro / offroad",800
"992ac221dd5ba8aa9777d6d5ecdf899a","Honda","Shadow 750",2007,"Custom / cruiser",750
"992ce4f07cca0607abfe730fc54516a8","Suzuki","GSX 600 F",1988,"Sport",600
"992e7b434e0f690590e9d3f5eab3ce8d","Honda","CB500F",2019,"Naked bike",470
"992e7d8dcf445da142cf851bb76fcbaa","KTM","450 EXC-F Six Days",2022,"Enduro / offroad",450
"99316fc337653750611bd5a564939d2f","Laverda","1000 Jota",1982,"Sport",980
"99337225d8e866693d9258e51d11ad55","Jawa","350 Style",1997,"Sport touring",340
"9948de0291d278871180e3a2b6daafc4","Kawasaki","Z900",2022,"Naked bike",950
"99492beaa34de857e2e6c7142f13191a","Gilera","RC 600 R",1993,"Enduro / offroad",560
